intervention_id,name,itype,source,organism,lifespan_effect_pct,linked_gene_ids,url,n_experiments
DRUGAGE:epithalamin:mus_musculus,Epithalamin,drug,DrugAge,Mus musculus,21.0,,https://genomics.senescence.info/drugs/,2
DRUGAGE:epithalamin:rattus_norvegicus,Epithalamin,drug,DrugAge,Rattus norvegicus,25.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:epoxy_pregnenolone:drosophila_melanogaster,Epoxy Pregnenolone,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:erbstatin_analog:drosophila_melanogaster,Erbstatin analog,drug,DrugAge,Drosophila melanogaster,18.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:erchen_wan:caenorhabditis_elegans,Erchen wan,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:erythorbic_acid:drosophila_melanogaster,Erythorbic acid,drug,DrugAge,Drosophila melanogaster,3.94,,https://genomics.senescence.info/drugs/,8
DRUGAGE:erythromycin:brachionus_manjavacas,Erythromycin,drug,DrugAge,Brachionus manjavacas,37.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:eserine:caenorhabditis_elegans,Eserine,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:eserine:drosophila_melanogaster,Eserine,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:eserine_hemisulfate_salt:caenorhabditis_elegans,Eserine hemisulfate salt,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:eserine_hemisulfate_salt:drosophila_melanogaster,Eserine hemisulfate salt,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:estradiol_valerate:caenorhabditis_elegans,Estradiol valerate,drug,DrugAge,Caenorhabditis elegans,18.5,,https://genomics.senescence.info/drugs/,1
DRUGAGE:ethanol:drosophila_mojavensis,Ethanol,drug,DrugAge,Drosophila mojavensis,,,https://genomics.senescence.info/drugs/,52
DRUGAGE:ethidium_bromide:caenorhabditis_elegans,Ethidium bromide,drug,DrugAge,Caenorhabditis elegans,30.1,,https://genomics.senescence.info/drugs/,1
DRUGAGE:ethopropazine:drosophila_melanogaster,Ethopropazine,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:ethopropazine_hydrochloride:caenorhabditis_elegans,Ethopropazine Hydrochloride,drug,DrugAge,Caenorhabditis elegans,-3.6,,https://genomics.senescence.info/drugs/,1
DRUGAGE:ethosuximide:caenorhabditis_elegans,Ethosuximide,drug,DrugAge,Caenorhabditis elegans,17.0,,https://genomics.senescence.info/drugs/,5
DRUGAGE:ethotoin:caenorhabditis_elegans,Ethotoin,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:ethotoin:drosophila_melanogaster,Ethotoin,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:ethoxyquin:mus_musculus,Ethoxyquin,drug,DrugAge,Mus musculus,19.0,,https://genomics.senescence.info/drugs/,2
DRUGAGE:ethoxzolamide:caenorhabditis_elegans,Ethoxzolamide,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:ethoxzolamide:drosophila_melanogaster,Ethoxzolamide,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:everolimus:drosophila_melanogaster,Everolimus,drug,DrugAge,Drosophila melanogaster,16.6,,https://genomics.senescence.info/drugs/,1
DRUGAGE:fccp:caenorhabditis_elegans,FCCP,drug,DrugAge,Caenorhabditis elegans,22.55,,https://genomics.senescence.info/drugs/,2
DRUGAGE:fw1251:caenorhabditis_elegans,FW1251,drug,DrugAge,Caenorhabditis elegans,10.055,,https://genomics.senescence.info/drugs/,2
DRUGAGE:fw1256:caenorhabditis_elegans,FW1256,drug,DrugAge,Caenorhabditis elegans,33.8,,https://genomics.senescence.info/drugs/,4
DRUGAGE:felbinac:caenorhabditis_elegans,Felbinac,drug,DrugAge,Caenorhabditis elegans,10.49,,https://genomics.senescence.info/drugs/,1
DRUGAGE:fenofibrate:caenorhabditis_elegans,Fenofibrate,drug,DrugAge,Caenorhabditis elegans,19.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:ferric_ammonium_citrate:caenorhabditis_elegans,Ferric ammonium citrate,drug,DrugAge,Caenorhabditis elegans,-23.16,,https://genomics.senescence.info/drugs/,3
DRUGAGE:ferrous_chloride:musca_domestica,Ferrous chloride,drug,DrugAge,Musca domestica,-53.91,,https://genomics.senescence.info/drugs/,1
DRUGAGE:ferulic_acid:caenorhabditis_elegans,Ferulic Acid,drug,DrugAge,Caenorhabditis elegans,4.75,,https://genomics.senescence.info/drugs/,4
DRUGAGE:ferulsinaic_acid:caenorhabditis_elegans,Ferulsinaic acid,drug,DrugAge,Caenorhabditis elegans,20.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:fisetin:drosophila_melanogaster,Fisetin,drug,DrugAge,Drosophila melanogaster,23.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:fisetin:mus_musculus,Fisetin,drug,ITP,Mus musculus,10.0,,https://genomics.senescence.info/drugs/,5
DRUGAGE:fisetin:saccharomyces_cerevisiae,Fisetin,drug,DrugAge,Saccharomyces cerevisiae,55.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:fish_oil:caenorhabditis_elegans,Fish oil,drug,DrugAge,Caenorhabditis elegans,-1.6,,https://genomics.senescence.info/drugs/,3
DRUGAGE:fish_oil:mus_musculus,Fish oil,drug,ITP,Mus musculus,,,https://genomics.senescence.info/drugs/,4
DRUGAGE:floxuridine:caenorhabditis_elegans,Floxuridine,drug,DrugAge,Caenorhabditis elegans,6.66,,https://genomics.senescence.info/drugs/,4
DRUGAGE:flunarizine:drosophila_melanogaster,Flunarizine,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:flunarizine_hydrochloride:caenorhabditis_elegans,Flunarizine hydrochloride,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:flunarizine_hydrochloride_ii:caenorhabditis_elegans,Flunarizine hydrochloride II,drug,DrugAge,Caenorhabditis elegans,8.38,,https://genomics.senescence.info/drugs/,2
DRUGAGE:fluoranthene:caenorhabditis_elegans,Fluoranthene,drug,DrugAge,Caenorhabditis elegans,-52.82,,https://genomics.senescence.info/drugs/,1
DRUGAGE:fluprednisolone:drosophila_melanogaster,Fluprednisolone,drug,DrugAge,Drosophila melanogaster,23.0,,https://genomics.senescence.info/drugs/,4
DRUGAGE:fluspirilene:caenorhabditis_elegans,Fluspirilene,drug,DrugAge,Caenorhabditis elegans,-3.73,,https://genomics.senescence.info/drugs/,2
DRUGAGE:fluspirilene:drosophila_melanogaster,Fluspirilene,drug,DrugAge,Drosophila melanogaster,8.86,,https://genomics.senescence.info/drugs/,2
DRUGAGE:fluvastatin:caenorhabditis_elegans,Fluvastatin,drug,DrugAge,Caenorhabditis elegans,13.5,,https://genomics.senescence.info/drugs/,2
DRUGAGE:fluvoxamine:caenorhabditis_elegans,Fluvoxamine,drug,DrugAge,Caenorhabditis elegans,-7.555,,https://genomics.senescence.info/drugs/,2
DRUGAGE:fluvoxamine:drosophila_melanogaster,Fluvoxamine,drug,DrugAge,Drosophila melanogaster,13.68,,https://genomics.senescence.info/drugs/,1
DRUGAGE:folic_acid:caenorhabditis_elegans,Folic acid,drug,DrugAge,Caenorhabditis elegans,17.1,,https://genomics.senescence.info/drugs/,4
DRUGAGE:formonoetin:caenorhabditis_elegans,Formonoetin,drug,DrugAge,Caenorhabditis elegans,6.06,,https://genomics.senescence.info/drugs/,2
DRUGAGE:fructose:caenorhabditis_elegans,Fructose,drug,DrugAge,Caenorhabditis elegans,21.96,,https://genomics.senescence.info/drugs/,3
DRUGAGE:fucoxanthin:caenorhabditis_elegans,Fucoxanthin,drug,DrugAge,Caenorhabditis elegans,14.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:fucoxanthin:drosophila_melanogaster,Fucoxanthin,drug,DrugAge,Drosophila melanogaster,10.55,,https://genomics.senescence.info/drugs/,2
DRUGAGE:fumarate:caenorhabditis_elegans,Fumarate,drug,DrugAge,Caenorhabditis elegans,16.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:furosemide:caenorhabditis_elegans,Furosemide,drug,DrugAge,Caenorhabditis elegans,-7.115,,https://genomics.senescence.info/drugs/,2
DRUGAGE:furosemide:drosophila_melanogaster,Furosemide,drug,DrugAge,Drosophila melanogaster,-5.49,,https://genomics.senescence.info/drugs/,2
DRUGAGE:g109:caenorhabditis_elegans,G109,drug,DrugAge,Caenorhabditis elegans,6.25,,https://genomics.senescence.info/drugs/,1
DRUGAGE:gdf11:nothobranchius_guentheri,GDF11,drug,DrugAge,Nothobranchius guentheri,8.51,,https://genomics.senescence.info/drugs/,1
DRUGAGE:gyy4137:caenorhabditis_elegans,GYY4137,drug,DrugAge,Caenorhabditis elegans,20.9,,https://genomics.senescence.info/drugs/,2
DRUGAGE:galactose:caenorhabditis_elegans,Galactose,drug,DrugAge,Caenorhabditis elegans,6.0,,https://genomics.senescence.info/drugs/,2
DRUGAGE:galactose:drosophila_melanogaster,Galactose,drug,DrugAge,Drosophila melanogaster,-14.25,,https://genomics.senescence.info/drugs/,2
DRUGAGE:galactose:musca_domestica,Galactose,drug,DrugAge,Musca domestica,-23.45,,https://genomics.senescence.info/drugs/,2
DRUGAGE:gallic_acid:caenorhabditis_elegans,Gallic Acid,drug,DrugAge,Caenorhabditis elegans,5.185,,https://genomics.senescence.info/drugs/,5
DRUGAGE:gamma_tocopherol:caenorhabditis_elegans,Gamma-tocopherol,drug,DrugAge,Caenorhabditis elegans,17.0,,https://genomics.senescence.info/drugs/,3
DRUGAGE:ganoderma_lucidum_extract:caenorhabditis_elegans,Ganoderma lucidum extract,drug,DrugAge,Caenorhabditis elegans,35.83,,https://genomics.senescence.info/drugs/,1
DRUGAGE:garlic_extract:caenorhabditis_elegans,Garlic extract,drug,DrugAge,Caenorhabditis elegans,21.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:gedunin:caenorhabditis_elegans,Gedunin,drug,DrugAge,Caenorhabditis elegans,6.82,,https://genomics.senescence.info/drugs/,4
DRUGAGE:gedunin:drosophila_melanogaster,Gedunin,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,4
DRUGAGE:geldanamycin:caenorhabditis_elegans,Geldanamycin,drug,DrugAge,Caenorhabditis elegans,3.51,,https://genomics.senescence.info/drugs/,3
DRUGAGE:geldanamycin:drosophila_melanogaster,Geldanamycin,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:genistein:aedes_aegypti,Genistein,drug,DrugAge,Aedes aegypti,35.75,,https://genomics.senescence.info/drugs/,2
DRUGAGE:genistein:caenorhabditis_elegans,Genistein,drug,DrugAge,Caenorhabditis elegans,18.95,,https://genomics.senescence.info/drugs/,3
DRUGAGE:genistein:drosophila_melanogaster,Genistein,drug,DrugAge,Drosophila melanogaster,-20.49,,https://genomics.senescence.info/drugs/,9
DRUGAGE:geranylgeranylacetone:mus_musculus,Geranylgeranylacetone,drug,ITP,Mus musculus,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:geri_bp002a:caenorhabditis_elegans,Geri-BP002A,drug,DrugAge,Caenorhabditis elegans,7.275,,https://genomics.senescence.info/drugs/,2
DRUGAGE:ginkgo_biloba_extract:caenorhabditis_elegans,Ginkgo biloba extract,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:ginkgo_biloba_extract:rattus_norvegicus,Ginkgo biloba extract,drug,DrugAge,Rattus norvegicus,17.4,,https://genomics.senescence.info/drugs/,1
DRUGAGE:ginseng_extract:drosophila_melanogaster,Ginseng extract,drug,DrugAge,Drosophila melanogaster,14.0,,https://genomics.senescence.info/drugs/,3
DRUGAGE:ginseng_extract:mus_musculus,Ginseng extract,drug,DrugAge,Mus musculus,,,https://genomics.senescence.info/drugs/,4
DRUGAGE:glaucarubinone:caenorhabditis_elegans,Glaucarubinone,drug,DrugAge,Caenorhabditis elegans,7.9,,https://genomics.senescence.info/drugs/,1
DRUGAGE:gliotoxin:caenorhabditis_elegans,Gliotoxin,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,4
DRUGAGE:glucomannan_hydrolysate:drosophila_melanogaster,Glucomannan Hydrolysate,drug,DrugAge,Drosophila melanogaster,11.7,,https://genomics.senescence.info/drugs/,9
DRUGAGE:gluconic_acid:caenorhabditis_elegans,Gluconic acid,drug,DrugAge,Caenorhabditis elegans,16.0,,https://genomics.senescence.info/drugs/,3
DRUGAGE:gluconic_acid:drosophila_melanogaster,Gluconic acid,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,15
DRUGAGE:glucose:caenorhabditis_elegans,Glucose,drug,DrugAge,Caenorhabditis elegans,-17.65,,https://genomics.senescence.info/drugs/,26
DRUGAGE:glucose:saccharomyces_cerevisiae,Glucose,drug,DrugAge,Saccharomyces cerevisiae,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:glutamate:caenorhabditis_elegans,Glutamate,drug,DrugAge,Caenorhabditis elegans,11.0,,https://genomics.senescence.info/drugs/,3
DRUGAGE:glutamine:caenorhabditis_elegans,Glutamine,drug,DrugAge,Caenorhabditis elegans,15.0,,https://genomics.senescence.info/drugs/,3
DRUGAGE:glutathione:caenorhabditis_elegans,Glutathione,drug,DrugAge,Caenorhabditis elegans,-13.9,,https://genomics.senescence.info/drugs/,2
DRUGAGE:glyceollin_i:saccharomyces_cerevisiae,Glyceollin I,drug,DrugAge,Saccharomyces cerevisiae,40.0,,https://genomics.senescence.info/drugs/,11
DRUGAGE:glycerol:brachionus_manjavacas,Glycerol,drug,DrugAge,Brachionus manjavacas,51.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:glycerol:caenorhabditis_elegans,Glycerol,drug,DrugAge,Caenorhabditis elegans,-23.0,,https://genomics.senescence.info/drugs/,5
DRUGAGE:glycerol:saccharomyces_cerevisiae,Glycerol,drug,DrugAge,Saccharomyces cerevisiae,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:glycine:caenorhabditis_elegans,Glycine,drug,DrugAge,Caenorhabditis elegans,13.8,,https://genomics.senescence.info/drugs/,6
DRUGAGE:glycine:mus_musculus,Glycine,drug,ITP,Mus musculus,5.0,,https://genomics.senescence.info/drugs/,2
DRUGAGE:glycyrrhizae_radix_extract:caenorhabditis_elegans,Glycyrrhizae radix extract,drug,DrugAge,Caenorhabditis elegans,15.25,,https://genomics.senescence.info/drugs/,2
DRUGAGE:gr_4d:caenorhabditis_elegans,Gr-4D,drug,DrugAge,Caenorhabditis elegans,50.5,,https://genomics.senescence.info/drugs/,1
DRUGAGE:gramicidin:caenorhabditis_elegans,Gramicidin,drug,DrugAge,Caenorhabditis elegans,-3.69,,https://genomics.senescence.info/drugs/,2
DRUGAGE:gramicidin:drosophila_melanogaster,Gramicidin,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:green_tea_extract:caenorhabditis_elegans,Green tea extract,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:green_tea_extract:drosophila_melanogaster,Green tea extract,drug,DrugAge,Drosophila melanogaster,12.2,,https://genomics.senescence.info/drugs/,9
DRUGAGE:green_tea_extract:mus_musculus,Green tea extract,drug,ITP,Mus musculus,6.0,,https://genomics.senescence.info/drugs/,3
DRUGAGE:guanabenz_acetate:caenorhabditis_elegans,Guanabenz acetate,drug,DrugAge,Caenorhabditis elegans,12.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:guanfacine_hydrochloride:caenorhabditis_elegans,Guanfacine hydrochloride,drug,DrugAge,Caenorhabditis elegans,15.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:guanine:saccharomyces_cerevisiae,Guanine,drug,DrugAge,Saccharomyces cerevisiae,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:guarana_extract:caenorhabditis_elegans,Guarana extract,drug,DrugAge,Caenorhabditis elegans,36.36,,https://genomics.senescence.info/drugs/,3
DRUGAGE:ha_1004:drosophila_melanogaster,HA-1004,drug,DrugAge,Drosophila melanogaster,18.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:ha_1077:drosophila_melanogaster,HA-1077,drug,DrugAge,Drosophila melanogaster,14.5,,https://genomics.senescence.info/drugs/,1
DRUGAGE:hf:caenorhabditis_elegans,HF,drug,DrugAge,Caenorhabditis elegans,12.7,,https://genomics.senescence.info/drugs/,1
DRUGAGE:hf_hq:caenorhabditis_elegans,HF-HQ,drug,DrugAge,Caenorhabditis elegans,20.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:haloperidol:drosophila_melanogaster,Haloperidol,drug,DrugAge,Drosophila melanogaster,8.82,,https://genomics.senescence.info/drugs/,2
DRUGAGE:hesperetin:mus_musculus,Hesperetin,drug,DrugAge,Mus musculus,9.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:hesperidin:saccharomyces_cerevisiae,Hesperidin,drug,DrugAge,Saccharomyces cerevisiae,15.4,,https://genomics.senescence.info/drugs/,3
DRUGAGE:hexachlorophene:mus_musculus,Hexachlorophene,drug,DrugAge,Mus musculus,,,https://genomics.senescence.info/drugs/,4
DRUGAGE:hexahydro_sila_diphenidol:caenorhabditis_elegans,Hexahydro-sila-diphenidol,drug,DrugAge,Caenorhabditis elegans,15.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:hispidol:caenorhabditis_elegans,Hispidol,drug,DrugAge,Caenorhabditis elegans,28.305,,https://genomics.senescence.info/drugs/,2
DRUGAGE:histidine:caenorhabditis_elegans,Histidine,drug,DrugAge,Caenorhabditis elegans,10.0,,https://genomics.senescence.info/drugs/,4
DRUGAGE:holothuria_scabra_extract:caenorhabditis_elegans,Holothuria scabra extract,drug,DrugAge,Caenorhabditis elegans,8.12,,https://genomics.senescence.info/drugs/,1
DRUGAGE:homocysteine:caenorhabditis_elegans,Homocysteine,drug,DrugAge,Caenorhabditis elegans,10.0,,https://genomics.senescence.info/drugs/,2
DRUGAGE:hon_tsai_tai_extract:caenorhabditis_elegans,Hon Tsai Tai extract,drug,DrugAge,Caenorhabditis elegans,7.97,,https://genomics.senescence.info/drugs/,1
DRUGAGE:huan_shao_dan:caenorhabditis_elegans,Huan Shao Dan,drug,DrugAge,Caenorhabditis elegans,38.3,,https://genomics.senescence.info/drugs/,1
DRUGAGE:huminfeed:caenorhabditis_elegans,HuminFeed,drug,DrugAge,Caenorhabditis elegans,12.5,,https://genomics.senescence.info/drugs/,1
DRUGAGE:huperzine_a:caenorhabditis_elegans,Huperzine A,drug,DrugAge,Caenorhabditis elegans,13.8,,https://genomics.senescence.info/drugs/,1
DRUGAGE:hydralazine:brachionus_manjavacas,Hydralazine,drug,DrugAge,Brachionus manjavacas,9.01,,https://genomics.senescence.info/drugs/,1
DRUGAGE:hydralazine:caenorhabditis_elegans,Hydralazine,drug,DrugAge,Caenorhabditis elegans,20.0,,https://genomics.senescence.info/drugs/,3
DRUGAGE:hydralazine:mus_musculus,Hydralazine,drug,ITP,Mus musculus,,,https://genomics.senescence.info/drugs/,4
DRUGAGE:hydrocortisone:rattus_norvegicus,Hydrocortisone,drug,DrugAge,Rattus norvegicus,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:hydrocortisone_acetate:drosophila_melanogaster,Hydrocortisone acetate,drug,DrugAge,Drosophila melanogaster,31.0,,https://genomics.senescence.info/drugs/,4
DRUGAGE:hydrogen_sulphide:caenorhabditis_elegans,Hydrogen Sulphide,drug,DrugAge,Caenorhabditis elegans,74.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:hydrogen_iodide:drosophila_melanogaster,Hydrogen iodide,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:hydroxylamine_hydrochloride:mus_musculus,Hydroxylamine hydrochloride,drug,DrugAge,Mus musculus,12.0,,https://genomics.senescence.info/drugs/,6
DRUGAGE:hydroxyprogesterone_caproate:caenorhabditis_elegans,Hydroxyprogesterone caproate,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:hydroxyprogesterone_caproate:drosophila_melanogaster,Hydroxyprogesterone caproate,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,3
DRUGAGE:hypotaurine:caenorhabditis_elegans,Hypotaurine,drug,DrugAge,Caenorhabditis elegans,18.27,,https://genomics.senescence.info/drugs/,1
DRUGAGE:hypotaurine:drosophila_melanogaster,Hypotaurine,drug,DrugAge,Drosophila melanogaster,-39.76,,https://genomics.senescence.info/drugs/,3
DRUGAGE:i_bet:caenorhabditis_elegans,I-BET,drug,DrugAge,Caenorhabditis elegans,-14.31,,https://genomics.senescence.info/drugs/,2
DRUGAGE:ibet:drosophila_melanogaster,IBet,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:ims2186:caenorhabditis_elegans,IMS2186,drug,DrugAge,Caenorhabditis elegans,-5.2,,https://genomics.senescence.info/drugs/,1
DRUGAGE:ims2186:drosophila_melanogaster,IMS2186,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:int_767d__fxr_tgr5_agonist:mus_musculus,INT-767d (FXR/TGR5 agonist),drug,ITP,Mus musculus,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:ip6:caenorhabditis_elegans,IP6,drug,DrugAge,Caenorhabditis elegans,10.0,,https://genomics.senescence.info/drugs/,3
DRUGAGE:isrib:caenorhabditis_elegans,ISRIB,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:ibuprofen:caenorhabditis_elegans,Ibuprofen,drug,DrugAge,Caenorhabditis elegans,7.13,,https://genomics.senescence.info/drugs/,6
DRUGAGE:ibuprofen:drosophila_melanogaster,Ibuprofen,drug,DrugAge,Drosophila melanogaster,16.375,,https://genomics.senescence.info/drugs/,7
DRUGAGE:icariin:caenorhabditis_elegans,Icariin,drug,DrugAge,Caenorhabditis elegans,20.7,,https://genomics.senescence.info/drugs/,1
